ticket_id,subject,description,category,priority,status,channel,created_at,resolution_time_hours,customer_satisfaction,is_synthetic
SYN-00053,Device help,"Hello support, my device stopped working. Please help me resolve this today.",Technical Issue,Critical,Closed,Phone,2024-10-10T12:00:00,117,2,True
SYN-01825,Help problem,"Hello support, my help have a general question. Please help me resolve this today.",General Support,Critical,Pending,Phone,2024-01-01T03:00:00,49,2,True
SYN-01929,Guidance help,"Hello support, my guidance please contact me. Please help me resolve this today.",General Support,Medium,Pending,Web,2024-02-04T20:00:00,53,3,True
SYN-00374,Charged problem,"Hello support, my charged payment was declined. Please help me resolve this today.",Billing Inquiry,Critical,Closed,Phone,2024-04-19T03:00:00,117,3,True
SYN-00568,Payment problem,"Hello support, my payment payment was declined. Please help me resolve this soon.",Billing Inquiry,Critical,Pending,Web,2024-10-22T00:00:00,14,5,True
SYN-00403,Payment question,"Hello support, my payment payment was declined. Please help me resolve this soon.",Billing Inquiry,Medium,Resolved,Web,2024-06-04T14:00:00,94,3,True
SYN-00666,Locked request,"Hello support, my locked cannot sign in. Please help me resolve this today.",Account Access,Medium,Open,Phone,2024-03-23T20:00:00,90,1,True
SYN-00969,Purchase help,"Hello support, my purchase want my money back. Please help me resolve this when possible.",Refund Request,Low,Closed,Phone,2024-04-28T21:00:00,55,5,True
SYN-00780,Password help,"Hello support, my password account is locked. Please help me resolve this soon.",Account Access,Medium,Closed,Chat,2024-04-08T06:00:00,96,5,True
SYN-01047,Return request,"Hello support, my return refund is missing. Please help me resolve this soon.",Refund Request,Medium,Pending,Chat,2024-02-01T23:00:00,64,5,True
SYN-01183,Return request,"Hello support, my return return was approved. Please help me resolve this today.",Refund Request,Medium,Closed,Web,2024-10-06T09:00:00,96,3,True
SYN-01869,Question help,"Hello support, my question need some assistance. Please help me resolve this today.",General Support,Medium,Closed,Chat,2024-04-20T14:00:00,44,1,True
SYN-01955,Guidance problem,"Hello support, my guidance have a general question. Please help me resolve this when possible.",General Support,Low,Closed,Web,2024-08-26T23:00:00,34,5,True
SYN-01451,Product request,"Hello support, my product is this supported. Please help me resolve this soon.",Product Inquiry,Critical,Resolved,Phone,2024-09-15T05:00:00,49,4,True
SYN-00602,Locked request,"Hello support, my locked cannot sign in. Please help me resolve this soon.",Account Access,High,Closed,Web,2024-10-11T00:00:00,23,1,True
SYN-01390,Feature question,"Hello support, my feature need more information. Please help me resolve this when possible.",Product Inquiry,Critical,Closed,Email,2024-03-23T23:00:00,21,4,True
SYN-00560,Billing request,"Hello support, my billing was charged twice. Please help me resolve this when possible.",Billing Inquiry,Medium,Pending,Email,2024-06-15T12:00:00,51,3,True
SYN-01222,Plan problem,"Hello support, my plan which plan includes it. Please help me resolve this today.",Product Inquiry,High,Resolved,Phone,2024-09-24T01:00:00,84,2,True
SYN-00819,Verification question,"Hello support, my verification reset link expired. Please help me resolve this when possible.",Account Access,Low,Closed,Chat,2024-07-31T06:00:00,27,2,True
SYN-00838,Locked question,"Hello support, my locked reset link expired. Please help me resolve this soon.",Account Access,Low,Pending,Web,2024-10-07T20:00:00,100,4,True
SYN-01676,Tracking question,"Hello support, my tracking went to wrong address. Please help me resolve this when possible.",Shipping Issue,Critical,Open,Email,2024-02-24T08:00:00,77,1,True
SYN-00604,Locked question,"Hello support, my locked account is locked. Please help me resolve this when possible.",Account Access,Low,Pending,Phone,2024-07-11T20:00:00,93,3,True
SYN-01559,Courier question,"Hello support, my courier package was damaged. Please help me resolve this when possible.",Shipping Issue,Critical,Open,Web,2024-05-05T21:00:00,19,3,True
SYN-01440,Product help,"Hello support, my product want to compare options. Please help me resolve this soon.",Product Inquiry,Medium,Open,Email,2024-07-18T16:00:00,22,5,True
SYN-01729,Tracking question,"Hello support, my tracking tracking is frozen. Please help me resolve this soon.",Shipping Issue,Low,Resolved,Email,2024-06-16T05:00:00,63,4,True
SYN-01392,Upgrade question,"Hello support, my upgrade which plan includes it. Please help me resolve this today.",Product Inquiry,Critical,Pending,Email,2024-05-29T13:00:00,119,3,True
SYN-02082,Support question,"Hello support, my support please contact me. Please help me resolve this soon.",General Support,Low,Closed,Web,2024-09-22T19:00:00,98,4,True
SYN-01702,Delivery problem,"Hello support, my delivery went to wrong address. Please help me resolve this soon.",Shipping Issue,High,Open,Web,2024-11-25T10:00:00,23,5,True
SYN-00490,Payment request,"Hello support, my payment was charged twice. Please help me resolve this today.",Billing Inquiry,High,Closed,Phone,2024-08-11T13:00:00,1,4,True
SYN-01317,Upgrade request,"Hello support, my upgrade is this supported. Please help me resolve this today.",Product Inquiry,High,Open,Email,2024-11-20T18:00:00,73,3,True
SYN-01939,Contact problem,"Hello support, my contact need some assistance. Please help me resolve this today.",General Support,Critical,Resolved,Chat,2024-09-17T23:00:00,83,5,True
SYN-01496,Compatible problem,"Hello support, my compatible which plan includes it. Please help me resolve this soon.",Product Inquiry,Critical,Pending,Phone,2024-06-06T16:00:00,26,5,True
SYN-02016,Support request,"Hello support, my support where can I find help. Please help me resolve this today.",General Support,Medium,Pending,Phone,2024-09-23T01:00:00,65,4,True
SYN-01025,Cancel help,"Hello support, my cancel refund is missing. Please help me resolve this today.",Refund Request,Medium,Pending,Chat,2024-01-29T04:00:00,98,3,True
SYN-01826,Contact question,"Hello support, my contact where can I find help. Please help me resolve this soon.",General Support,Low,Pending,Chat,2024-07-05T09:00:00,74,4,True
SYN-00828,Password help,"Hello support, my password reset link expired. Please help me resolve this today.",Account Access,Medium,Closed,Web,2024-09-14T02:00:00,97,4,True
SYN-00539,Card question,"Hello support, my card was charged twice. Please help me resolve this when possible.",Billing Inquiry,High,Closed,Email,2024-06-02T09:00:00,38,5,True
SYN-01078,Refund help,"Hello support, my refund cancel this order. Please help me resolve this when possible.",Refund Request,Medium,Resolved,Web,2024-09-13T13:00:00,37,3,True
SYN-01019,Money help,"Hello support, my money cancel this order. Please help me resolve this today.",Refund Request,High,Open,Web,2024-04-12T03:00:00,47,4,True
SYN-00111,Update request,"Hello support, my update keeps failing. Please help me resolve this today.",Technical Issue,High,Resolved,Web,2024-07-16T19:00:00,47,2,True
SYN-00121,Error help,"Hello support, my error keeps failing. Please help me resolve this today.",Technical Issue,Medium,Open,Email,2024-11-19T22:00:00,109,3,True
SYN-00170,Update request,"Hello support, my update keeps failing. Please help me resolve this when possible.",Technical Issue,Critical,Pending,Email,2024-07-28T20:00:00,46,5,True
SYN-02034,Support question,"Hello support, my support where can I find help. Please help me resolve this today.",General Support,High,Closed,Chat,2024-07-30T14:00:00,43,2,True
SYN-01495,Compatible problem,"Hello support, my compatible is this supported. Please help me resolve this when possible.",Product Inquiry,Low,Pending,Phone,2024-09-04T10:00:00,41,3,True
SYN-00804,Login help,"Hello support, my login code never arrived. Please help me resolve this when possible.",Account Access,High,Resolved,Phone,2024-05-20T23:00:00,13,5,True
SYN-01242,Plan help,"Hello support, my plan want to compare options. Please help me resolve this when possible.",Product Inquiry,Critical,Resolved,Web,2024-11-06T20:00:00,53,2,True
SYN-00095,Update request,"Hello support, my update will not start. Please help me resolve this soon.",Technical Issue,Medium,Pending,Email,2024-06-04T21:00:00,71,3,True
SYN-00092,Error question,"Hello support, my error shows an error. Please help me resolve this soon.",Technical Issue,Critical,Open,Email,2024-07-06T11:00:00,17,5,True
SYN-01053,Money question,"Hello support, my money return was approved. Please help me resolve this when possible.",Refund Request,Low,Open,Email,2024-03-24T05:00:00,8,1,True
SYN-01624,Courier question,"Hello support, my courier tracking is frozen. Please help me resolve this when possible.",Shipping Issue,Medium,Pending,Phone,2024-02-10T00:00:00,93,2,True
SYN-01766,Shipment problem,"Hello support, my shipment went to wrong address. Please help me resolve this soon.",Shipping Issue,High,Pending,Web,2024-08-05T07:00:00,44,4,True
SYN-00071,Screen question,"Hello support, my screen shows an error. Please help me resolve this when possible.",Technical Issue,Low,Pending,Email,2024-04-05T10:00:00,113,2,True
SYN-01436,Upgrade question,"Hello support, my upgrade is this supported. Please help me resolve this today.",Product Inquiry,Medium,Resolved,Chat,2024-03-25T20:00:00,107,4,True
SYN-01445,Compatible help,"Hello support, my compatible which plan includes it. Please help me resolve this soon.",Product Inquiry,Low,Resolved,Web,2024-07-17T00:00:00,87,4,True
SYN-01618,Delivery problem,"Hello support, my delivery tracking is frozen. Please help me resolve this soon.",Shipping Issue,High,Closed,Phone,2024-09-20T19:00:00,83,4,True
SYN-01474,Compatible request,"Hello support, my compatible want to compare options. Please help me resolve this when possible.",Product Inquiry,Medium,Closed,Email,2024-08-29T02:00:00,109,5,True
SYN-01002,Return problem,"Hello support, my return want my money back. Please help me resolve this when possible.",Refund Request,Critical,Open,Phone,2024-04-02T04:00:00,16,1,True
SYN-00771,Password help,"Hello support, my password code never arrived. Please help me resolve this today.",Account Access,High,Open,Web,2024-08-03T12:00:00,41,4,True
SYN-00915,Cancel problem,"Hello support, my cancel return was approved. Please help me resolve this soon.",Refund Request,Low,Resolved,Email,2024-03-20T13:00:00,38,2,True
SYN-00613,Password problem,"Hello support, my password reset link expired. Please help me resolve this when possible.",Account Access,Low,Pending,Phone,2024-04-03T09:00:00,15,5,True
SYN-00914,Refund help,"Hello support, my refund return was approved. Please help me resolve this today.",Refund Request,Medium,Pending,Email,2024-01-11T22:00:00,106,4,True
SYN-01643,Tracking help,"Hello support, my tracking tracking is frozen. Please help me resolve this soon.",Shipping Issue,Low,Pending,Email,2024-10-15T17:00:00,5,2,True
SYN-00073,Crash request,"Hello support, my crash shows an error. Please help me resolve this soon.",Technical Issue,High,Closed,Phone,2024-03-16T15:00:00,52,4,True
SYN-00789,Account help,"Hello support, my account code never arrived. Please help me resolve this today.",Account Access,Medium,Pending,Email,2024-09-17T16:00:00,20,2,True
SYN-01491,Upgrade question,"Hello support, my upgrade which plan includes it. Please help me resolve this when possible.",Product Inquiry,Critical,Resolved,Phone,2024-02-27T03:00:00,95,3,True
SYN-02036,Help question,"Hello support, my help where can I find help. Please help me resolve this when possible.",General Support,Low,Open,Chat,2024-08-02T16:00:00,90,1,True
SYN-00085,Crash question,"Hello support, my crash will not start. Please help me resolve this soon.",Technical Issue,Low,Closed,Phone,2024-09-27T13:00:00,40,4,True
SYN-00856,Password help,"Hello support, my password reset link expired. Please help me resolve this today.",Account Access,High,Open,Phone,2024-06-17T06:00:00,66,4,True
SYN-01435,Product request,"Hello support, my product is this supported. Please help me resolve this today.",Product Inquiry,Critical,Pending,Web,2024-02-19T01:00:00,62,4,True
SYN-00957,Purchase question,"Hello support, my purchase cancel this order. Please help me resolve this when possible.",Refund Request,Medium,Closed,Phone,2024-10-04T22:00:00,19,1,True
SYN-00287,Error help,"Hello support, my error shows an error. Please help me resolve this today.",Technical Issue,High,Closed,Phone,2024-04-21T06:00:00,26,5,True
SYN-01428,Plan help,"Hello support, my plan need more information. Please help me resolve this when possible.",Product Inquiry,Low,Pending,Email,2024-09-23T21:00:00,47,2,True
SYN-01623,Tracking question,"Hello support, my tracking went to wrong address. Please help me resolve this when possible.",Shipping Issue,High,Pending,Web,2024-03-05T20:00:00,88,5,True
SYN-00500,Payment question,"Hello support, my payment payment was declined. Please help me resolve this soon.",Billing Inquiry,Medium,Resolved,Web,2024-06-17T01:00:00,115,2,True
SYN-01350,Product question,"Hello support, my product which plan includes it. Please help me resolve this when possible.",Product Inquiry,Low,Resolved,Web,2024-04-19T00:00:00,99,2,True
SYN-01867,Help problem,"Hello support, my help have a general question. Please help me resolve this today.",General Support,Low,Pending,Phone,2024-11-14T07:00:00,109,3,True
SYN-01915,Support help,"Hello support, my support need some assistance. Please help me resolve this when possible.",General Support,Low,Open,Email,2024-06-15T21:00:00,21,3,True
SYN-00636,Locked problem,"Hello support, my locked code never arrived. Please help me resolve this today.",Account Access,High,Closed,Email,2024-11-24T06:00:00,89,5,True
SYN-01775,Delivery question,"Hello support, my delivery went to wrong address. Please help me resolve this today.",Shipping Issue,Critical,Open,Web,2024-11-23T22:00:00,100,3,True
SYN-00308,Charged question,"Hello support, my charged amount is incorrect. Please help me resolve this when possible.",Billing Inquiry,Medium,Closed,Email,2024-05-15T06:00:00,81,1,True
SYN-01548,Tracking request,"Hello support, my tracking tracking is frozen. Please help me resolve this soon.",Shipping Issue,Critical,Resolved,Phone,2024-11-18T09:00:00,42,5,True
SYN-01751,Tracking problem,"Hello support, my tracking has not arrived. Please help me resolve this soon.",Shipping Issue,Medium,Pending,Phone,2024-02-22T11:00:00,54,5,True
SYN-01699,Shipment request,"Hello support, my shipment has not arrived. Please help me resolve this soon.",Shipping Issue,Low,Open,Chat,2024-04-22T05:00:00,83,3,True
SYN-01130,Cancel help,"Hello support, my cancel return was approved. Please help me resolve this soon.",Refund Request,Medium,Pending,Email,2024-07-10T16:00:00,9,5,True
SYN-01239,Product help,"Hello support, my product need more information. Please help me resolve this soon.",Product Inquiry,Critical,Open,Chat,2024-02-26T22:00:00,16,1,True
SYN-00119,Device problem,"Hello support, my device stopped working. Please help me resolve this when possible.",Technical Issue,High,Pending,Web,2024-11-16T12:00:00,36,4,True
SYN-01074,Refund request,"Hello support, my refund cancel this order. Please help me resolve this soon.",Refund Request,Low,Open,Email,2024-08-08T17:00:00,55,3,True
SYN-00982,Money request,"Hello support, my money cancel this order. Please help me resolve this today.",Refund Request,Critical,Resolved,Web,2024-10-05T04:00:00,85,4,True
SYN-00353,Payment question,"Hello support, my payment was charged twice. Please help me resolve this when possible.",Billing Inquiry,Medium,Resolved,Email,2024-10-02T06:00:00,17,1,True
SYN-02032,Guidance request,"Hello support, my guidance have a general question. Please help me resolve this soon.",General Support,Medium,Closed,Phone,2024-07-05T18:00:00,39,4,True
SYN-00191,Error question,"Hello support, my error shows an error. Please help me resolve this when possible.",Technical Issue,Medium,Resolved,Phone,2024-02-26T04:00:00,21,1,True
SYN-01718,Courier help,"Hello support, my courier has not arrived. Please help me resolve this today.",Shipping Issue,Critical,Resolved,Web,2024-02-06T11:00:00,115,5,True
SYN-00591,Billing help,"Hello support, my billing amount is incorrect. Please help me resolve this today.",Billing Inquiry,Medium,Closed,Web,2024-07-26T12:00:00,113,4,True
SYN-01840,Question problem,"Hello support, my question need some assistance. Please help me resolve this when possible.",General Support,Medium,Closed,Phone,2024-10-17T10:00:00,43,5,True
SYN-00844,Account problem,"Hello support, my account account is locked. Please help me resolve this today.",Account Access,Medium,Closed,Email,2024-04-10T08:00:00,63,3,True
SYN-01605,Package help,"Hello support, my package package was damaged. Please help me resolve this when possible.",Shipping Issue,Low,Open,Chat,2024-03-19T01:00:00,92,2,True
SYN-00016,Crash problem,"Hello support, my crash will not start. Please help me resolve this today.",Technical Issue,Critical,Open,Chat,2024-10-26T16:00:00,73,2,True
SYN-01983,Guidance problem,"Hello support, my guidance where can I find help. Please help me resolve this soon.",General Support,High,Pending,Email,2024-11-24T11:00:00,32,4,True
SYN-00885,Account request,"Hello support, my account cannot sign in. Please help me resolve this today.",Account Access,Medium,Open,Web,2024-06-25T16:00:00,76,3,True
SYN-00786,Login help,"Hello support, my login reset link expired. Please help me resolve this soon.",Account Access,Critical,Pending,Email,2024-03-29T20:00:00,22,3,True
SYN-01851,Question problem,"Hello support, my question have a general question. Please help me resolve this soon.",General Support,Critical,Pending,Phone,2024-07-05T10:00:00,116,1,True
SYN-01708,Tracking request,"Hello support, my tracking has not arrived. Please help me resolve this today.",Shipping Issue,High,Open,Phone,2024-01-13T10:00:00,58,3,True
SYN-01663,Shipment problem,"Hello support, my shipment package was damaged. Please help me resolve this when possible.",Shipping Issue,Low,Pending,Web,2024-09-17T15:00:00,66,3,True
SYN-00242,Update question,"Hello support, my update will not start. Please help me resolve this when possible.",Technical Issue,Medium,Closed,Email,2024-10-16T21:00:00,29,5,True
SYN-00572,Payment help,"Hello support, my payment was charged twice. Please help me resolve this when possible.",Billing Inquiry,Medium,Open,Web,2024-02-21T18:00:00,44,5,True
SYN-00061,Crash request,"Hello support, my crash shows an error. Please help me resolve this soon.",Technical Issue,High,Resolved,Web,2024-05-09T09:00:00,42,3,True
SYN-00777,Verification request,"Hello support, my verification reset link expired. Please help me resolve this today.",Account Access,Critical,Pending,Phone,2024-01-08T01:00:00,3,2,True
SYN-00736,Verification request,"Hello support, my verification account is locked. Please help me resolve this today.",Account Access,Critical,Resolved,Chat,2024-10-18T23:00:00,55,1,True
SYN-00702,Locked question,"Hello support, my locked reset link expired. Please help me resolve this today.",Account Access,Medium,Pending,Chat,2024-08-30T23:00:00,69,2,True
SYN-00370,Card problem,"Hello support, my card amount is incorrect. Please help me resolve this today.",Billing Inquiry,High,Closed,Chat,2024-02-21T14:00:00,97,5,True
SYN-01280,Product help,"Hello support, my product want to compare options. Please help me resolve this today.",Product Inquiry,Critical,Closed,Email,2024-02-28T06:00:00,81,3,True
SYN-02030,Contact request,"Hello support, my contact please contact me. Please help me resolve this soon.",General Support,Medium,Closed,Email,2024-06-27T20:00:00,98,4,True
SYN-01204,Product problem,"Hello support, my product is this supported. Please help me resolve this today.",Product Inquiry,Low,Closed,Chat,2024-04-02T08:00:00,93,3,True
SYN-01394,Plan question,"Hello support, my plan which plan includes it. Please help me resolve this when possible.",Product Inquiry,Low,Pending,Email,2024-07-09T00:00:00,68,3,True
SYN-00027,Device problem,"Hello support, my device keeps failing. Please help me resolve this today.",Technical Issue,Critical,Pending,Email,2024-09-12T07:00:00,41,5,True
SYN-01560,Shipment problem,"Hello support, my shipment tracking is frozen. Please help me resolve this when possible.",Shipping Issue,High,Resolved,Email,2024-04-21T11:00:00,79,5,True
SYN-01841,Support question,"Hello support, my support have a general question. Please help me resolve this when possible.",General Support,Low,Open,Phone,2024-04-11T18:00:00,113,3,True
SYN-00222,Screen help,"Hello support, my screen will not start. Please help me resolve this soon.",Technical Issue,High,Open,Web,2024-02-29T21:00:00,79,1,True
SYN-01679,Package problem,"Hello support, my package went to wrong address. Please help me resolve this today.",Shipping Issue,Low,Pending,Chat,2024-02-04T02:00:00,5,4,True
SYN-01438,Upgrade help,"Hello support, my upgrade which plan includes it. Please help me resolve this today.",Product Inquiry,Critical,Resolved,Email,2024-06-27T22:00:00,14,5,True
SYN-01818,Question help,"Hello support, my question have a general question. Please help me resolve this when possible.",General Support,Critical,Pending,Email,2024-10-24T14:00:00,75,3,True
SYN-01424,Feature request,"Hello support, my feature want to compare options. Please help me resolve this today.",Product Inquiry,Low,Pending,Email,2024-08-03T16:00:00,7,2,True
SYN-02066,Contact question,"Hello support, my contact need some assistance. Please help me resolve this today.",General Support,Critical,Pending,Email,2024-08-29T22:00:00,7,5,True
SYN-01804,Guidance request,"Hello support, my guidance please contact me. Please help me resolve this today.",General Support,High,Open,Phone,2024-07-16T17:00:00,50,1,True
SYN-01464,Feature problem,"Hello support, my feature which plan includes it. Please help me resolve this when possible.",Product Inquiry,Critical,Closed,Chat,2024-07-13T11:00:00,33,4,True
SYN-01905,Question question,"Hello support, my question where can I find help. Please help me resolve this when possible.",General Support,High,Closed,Phone,2024-11-15T04:00:00,46,2,True
SYN-00788,Account question,"Hello support, my account code never arrived. Please help me resolve this when possible.",Account Access,High,Resolved,Web,2024-04-06T13:00:00,116,2,True
SYN-01376,Feature problem,"Hello support, my feature which plan includes it. Please help me resolve this today.",Product Inquiry,Critical,Open,Web,2024-09-26T15:00:00,82,1,True
SYN-00393,Payment request,"Hello support, my payment was charged twice. Please help me resolve this soon.",Billing Inquiry,Low,Closed,Chat,2024-10-13T22:00:00,85,3,True
SYN-00134,Error question,"Hello support, my error keeps failing. Please help me resolve this today.",Technical Issue,High,Pending,Web,2024-04-29T12:00:00,109,5,True
SYN-00286,Update request,"Hello support, my update stopped working. Please help me resolve this today.",Technical Issue,High,Open,Email,2024-01-02T12:00:00,91,5,True
SYN-00050,Device request,"Hello support, my device keeps failing. Please help me resolve this when possible.",Technical Issue,Critical,Closed,Web,2024-06-04T10:00:00,54,2,True
SYN-01674,Tracking question,"Hello support, my tracking package was damaged. Please help me resolve this soon.",Shipping Issue,Low,Resolved,Chat,2024-06-10T12:00:00,4,4,True
SYN-00397,Payment request,"Hello support, my payment need a receipt. Please help me resolve this today.",Billing Inquiry,Medium,Resolved,Web,2024-01-19T10:00:00,112,5,True
SYN-00367,Billing request,"Hello support, my billing was charged twice. Please help me resolve this today.",Billing Inquiry,High,Open,Web,2024-02-03T02:00:00,4,1,True
SYN-00656,Login problem,"Hello support, my login code never arrived. Please help me resolve this today.",Account Access,Low,Open,Phone,2024-09-01T04:00:00,34,4,True
SYN-01946,Help problem,"Hello support, my help have a general question. Please help me resolve this soon.",General Support,Medium,Pending,Phone,2024-07-10T10:00:00,44,5,True
SYN-01118,Refund help,"Hello support, my refund refund is missing. Please help me resolve this today.",Refund Request,Critical,Open,Chat,2024-09-28T12:00:00,3,4,True
SYN-00105,Device request,"Hello support, my device stopped working. Please help me resolve this soon.",Technical Issue,Medium,Pending,Web,2024-07-30T12:00:00,88,3,True
SYN-01522,Delivery question,"Hello support, my delivery tracking is frozen. Please help me resolve this soon.",Shipping Issue,Critical,Resolved,Email,2024-08-27T02:00:00,40,3,True
SYN-01799,Courier help,"Hello support, my courier has not arrived. Please help me resolve this today.",Shipping Issue,High,Resolved,Chat,2024-09-27T22:00:00,68,4,True
SYN-01113,Refund problem,"Hello support, my refund want my money back. Please help me resolve this when possible.",Refund Request,Medium,Open,Email,2024-01-09T18:00:00,56,5,True
SYN-01091,Money problem,"Hello support, my money return was approved. Please help me resolve this soon.",Refund Request,High,Closed,Chat,2024-05-17T01:00:00,43,4,True
SYN-01847,Question question,"Hello support, my question please contact me. Please help me resolve this today.",General Support,High,Closed,Web,2024-01-18T16:00:00,90,5,True
SYN-01524,Tracking problem,"Hello support, my tracking package was damaged. Please help me resolve this when possible.",Shipping Issue,High,Closed,Phone,2024-05-09T17:00:00,50,3,True
SYN-01593,Shipment problem,"Hello support, my shipment went to wrong address. Please help me resolve this today.",Shipping Issue,Low,Open,Email,2024-10-08T16:00:00,27,3,True
SYN-02062,Question problem,"Hello support, my question have a general question. Please help me resolve this today.",General Support,Medium,Closed,Chat,2024-08-31T14:00:00,97,1,True
SYN-01229,Upgrade help,"Hello support, my upgrade which plan includes it. Please help me resolve this today.",Product Inquiry,Critical,Resolved,Chat,2024-10-10T00:00:00,106,1,True
SYN-00834,Locked request,"Hello support, my locked account is locked. Please help me resolve this today.",Account Access,Low,Resolved,Chat,2024-06-26T22:00:00,44,3,True
SYN-00153,Crash request,"Hello support, my crash shows an error. Please help me resolve this today.",Technical Issue,Medium,Closed,Web,2024-08-31T19:00:00,11,5,True
SYN-01581,Shipment problem,"Hello support, my shipment tracking is frozen. Please help me resolve this when possible.",Shipping Issue,Low,Resolved,Phone,2024-11-28T02:00:00,2,4,True
SYN-00684,Verification help,"Hello support, my verification reset link expired. Please help me resolve this soon.",Account Access,Low,Closed,Chat,2024-07-20T22:00:00,61,2,True
SYN-01284,Product request,"Hello support, my product need more information. Please help me resolve this today.",Product Inquiry,Low,Closed,Phone,2024-01-02T21:00:00,40,1,True
SYN-01225,Plan help,"Hello support, my plan which plan includes it. Please help me resolve this today.",Product Inquiry,Medium,Pending,Chat,2024-03-29T14:00:00,112,5,True
SYN-00109,Screen problem,"Hello support, my screen keeps failing. Please help me resolve this when possible.",Technical Issue,Critical,Resolved,Chat,2024-07-12T04:00:00,111,5,True
SYN-01061,Money help,"Hello support, my money cancel this order. Please help me resolve this soon.",Refund Request,Critical,Resolved,Chat,2024-04-18T23:00:00,64,2,True
SYN-01629,Tracking problem,"Hello support, my tracking has not arrived. Please help me resolve this today.",Shipping Issue,Low,Resolved,Email,2024-05-03T08:00:00,98,5,True
SYN-00243,Update request,"Hello support, my update stopped working. Please help me resolve this soon.",Technical Issue,Medium,Resolved,Chat,2024-07-09T05:00:00,68,3,True
SYN-01894,Question request,"Hello support, my question need some assistance. Please help me resolve this today.",General Support,Critical,Closed,Email,2024-07-27T22:00:00,106,2,True
SYN-00495,Payment request,"Hello support, my payment amount is incorrect. Please help me resolve this when possible.",Billing Inquiry,Medium,Resolved,Web,2024-05-10T14:00:00,82,3,True
SYN-01658,Tracking request,"Hello support, my tracking package was damaged. Please help me resolve this today.",Shipping Issue,Low,Resolved,Phone,2024-11-23T13:00:00,7,1,True
SYN-01071,Money question,"Hello support, my money cancel this order. Please help me resolve this when possible.",Refund Request,Medium,Closed,Chat,2024-11-09T17:00:00,74,3,True
SYN-02092,Contact question,"Hello support, my contact please contact me. Please help me resolve this today.",General Support,High,Pending,Web,2024-09-03T08:00:00,99,3,True
SYN-00802,Locked help,"Hello support, my locked cannot sign in. Please help me resolve this today.",Account Access,Critical,Resolved,Chat,2024-04-09T05:00:00,60,2,True
SYN-00227,Update problem,"Hello support, my update will not start. Please help me resolve this when possible.",Technical Issue,Critical,Resolved,Email,2024-09-17T01:00:00,32,5,True
SYN-01585,Courier question,"Hello support, my courier tracking is frozen. Please help me resolve this soon.",Shipping Issue,Medium,Closed,Phone,2024-04-19T11:00:00,95,4,True
SYN-00533,Payment question,"Hello support, my payment amount is incorrect. Please help me resolve this when possible.",Billing Inquiry,Low,Closed,Chat,2024-02-27T03:00:00,102,1,True
SYN-01507,Courier request,"Hello support, my courier tracking is frozen. Please help me resolve this when possible.",Shipping Issue,Medium,Resolved,Web,2024-03-24T23:00:00,28,5,True
SYN-00259,Crash question,"Hello support, my crash stopped working. Please help me resolve this when possible.",Technical Issue,Low,Open,Chat,2024-10-15T12:00:00,56,2,True
SYN-00965,Cancel help,"Hello support, my cancel return was approved. Please help me resolve this soon.",Refund Request,Low,Resolved,Phone,2024-11-17T04:00:00,47,1,True
SYN-01667,Delivery request,"Hello support, my delivery tracking is frozen. Please help me resolve this when possible.",Shipping Issue,Critical,Open,Email,2024-06-08T20:00:00,118,4,True
SYN-00923,Purchase problem,"Hello support, my purchase want my money back. Please help me resolve this when possible.",Refund Request,High,Closed,Web,2024-05-05T20:00:00,10,2,True
SYN-00019,Error problem,"Hello support, my error keeps failing. Please help me resolve this today.",Technical Issue,Low,Open,Phone,2024-01-25T05:00:00,91,1,True
SYN-00063,Crash request,"Hello support, my crash keeps failing. Please help me resolve this today.",Technical Issue,Medium,Pending,Chat,2024-11-20T03:00:00,32,4,True
SYN-00571,Payment question,"Hello support, my payment payment was declined. Please help me resolve this today.",Billing Inquiry,High,Closed,Email,2024-03-21T14:00:00,65,5,True
SYN-01904,Guidance problem,"Hello support, my guidance where can I find help. Please help me resolve this today.",General Support,Critical,Open,Chat,2024-10-08T02:00:00,3,3,True
SYN-02005,Contact request,"Hello support, my contact have a general question. Please help me resolve this soon.",General Support,Critical,Pending,Web,2024-04-10T10:00:00,71,5,True
SYN-00041,Error help,"Hello support, my error keeps failing. Please help me resolve this soon.",Technical Issue,High,Open,Phone,2024-08-13T06:00:00,25,3,True
SYN-00901,Return problem,"Hello support, my return cancel this order. Please help me resolve this today.",Refund Request,Low,Resolved,Web,2024-03-27T21:00:00,71,5,True
SYN-00143,Device problem,"Hello support, my device shows an error. Please help me resolve this soon.",Technical Issue,Low,Closed,Email,2024-01-25T14:00:00,51,3,True
SYN-01322,Product help,"Hello support, my product which plan includes it. Please help me resolve this when possible.",Product Inquiry,Critical,Open,Phone,2024-11-02T12:00:00,37,4,True
SYN-00757,Account question,"Hello support, my account reset link expired. Please help me resolve this when possible.",Account Access,Critical,Pending,Email,2024-05-21T10:00:00,52,5,True
SYN-00033,Error problem,"Hello support, my error shows an error. Please help me resolve this when possible.",Technical Issue,Medium,Resolved,Phone,2024-02-09T09:00:00,114,5,True
SYN-01722,Courier help,"Hello support, my courier went to wrong address. Please help me resolve this when possible.",Shipping Issue,Critical,Resolved,Phone,2024-04-27T12:00:00,18,2,True
SYN-00945,Return request,"Hello support, my return return was approved. Please help me resolve this when possible.",Refund Request,Medium,Resolved,Phone,2024-03-24T14:00:00,55,5,True
